Character 1,Character 2,Character 3,Character 4,Character 1,Character 2,Character 3,Character 4
Ayaka,Rosaria,Ayato,Venti,Kokomi,Collei,Nahida,TravelerDendro
Ayaka,Rosaria,Xingqiu,Venti,Kokomi,TravelerDendro,Kazuha,Sucrose
Ayaka,Rosaria,Yelan,Kazuha,Kokomi,TravelerDendro,Kazuha,Xiangling
Ayaka,Rosaria,Yelan,Venti,Kokomi,TravelerDendro,Kazuha,Mona
Ayaka,Rosaria,Yelan,Jean,Kokomi,TravelerDendro,Kazuha,Xingqiu
Ayaka,Rosaria,Yelan,Sucrose,Kokomi,TravelerDendro,Kazuha,Yelan
Ayaka,Shenhe,Kazuha,Zhongli,Kokomi,TravelerDendro,Kazuha,Nahida
Ayaka,Shenhe,Kazuha,Diona,Kokomi,TravelerDendro,Kazuha,Collei
Ayaka,Shenhe,Sucrose,Zhongli,Kokomi,TravelerDendro,Kazuha,Collei
Ayaka,Shenhe,Sucrose,Diona,Kokomi,TravelerDendro,Sucrose,Xiangling
Ayaka,Shenhe,Venti,Zhongli,Kokomi,TravelerDendro,Sucrose,Mona
Ayaka,Shenhe,Venti,Diona,Kokomi,TravelerDendro,Sucrose,Xingqiu
Ayaka,Shenhe,Ganyu,Diona,Kokomi,TravelerDendro,Sucrose,Yelan
Ayaka,Shenhe,Ganyu,Zhongli,Kokomi,TravelerDendro,Sucrose,Nahida
Ayaka,Shenhe,Rosaria,Diona,Kokomi,TravelerDendro,Sucrose,Collei
Ayaka,Shenhe,Rosaria,Zhongli,Kokomi,TravelerDendro,Xiangling,Mona
Tartaglia,Bennett,Fischl,Kazuha,Kokomi,TravelerDendro,Xiangling,Xingqiu
Tartaglia,Bennett,Fischl,Jean,Kokomi,TravelerDendro,Xiangling,Yelan
Tartaglia,Bennett,Fischl,Venti,Kokomi,TravelerDendro,Xiangling,Nahida
Tartaglia,Bennett,Raiden,Venti,Kokomi,TravelerDendro,Xiangling,Collei
Tartaglia,Beidou,Fischl,Bennett,Kokomi,TravelerDendro,Mona,Xingqiu
Tartaglia,Beidou,Fischl,Jean,Kokomi,TravelerDendro,Mona,Yelan
Tartaglia,Beidou,Fischl,Sayu,Kokomi,TravelerDendro,Mona,Nahida
Tartaglia,Beidou,Fischl,Zhongli,Kokomi,TravelerDendro,Mona,Collei
Tartaglia,Yae,Fischl,Bennett,Kokomi,TravelerDendro,Xingqiu,Yelan
Tartaglia,Yae,Fischl,Jean,Kokomi,TravelerDendro,Xingqiu,Nahida
Tartaglia,Yae,Fischl,Sayu,Kokomi,TravelerDendro,Xingqiu,Collei
Tartaglia,Yae,Fischl,Zhongli,Kokomi,TravelerDendro,Yelan,Nahida
Tartaglia,Bennett,Xiangling,Fischl,Kokomi,TravelerDendro,Yelan,Collei
Tartaglia,Bennett,Xiangling,Venti,Kokomi,TravelerDendro,Nahida,Collei
Tartaglia,Yun Jin,Yelan,Bennett,Tartaglia,Bennett,Xiangling,Kazuha
Tartaglia,Yun Jin,Yelan,Jean,Tartaglia,Bennett,Xiangling,Sucrose
Tartaglia,Yun Jin,Yelan,Sayu,Tartaglia,Bennett,Xiangling,Albedo
Tartaglia,Xingqiu,Yelan,Bennett,Tartaglia,Bennett,Xiangling,Zhongli
Tartaglia,Rosaria,Diona,Venti,Tartaglia,Bennett,Xiangling,Xingqiu
Tartaglia,Rosaria,Diona,Kazuha,Tartaglia,Yun Jin,Kazuha,Bennett
Tartaglia,Rosaria,Diona,Sucrose,Tartaglia,Yun Jin,Kazuha,Zhongli
Tartaglia,Collei,Nahida,Kokomi,Tartaglia,Yun Jin,Sucrose,Bennett
Tartaglia,Collei,TravelerDendro,Kokomi,Tartaglia,Yun Jin,Sucrose,Zhongli
Tartaglia,Xingqiu,Collei,Kokomi,Tartaglia,Yun Jin,Xingqiu,Bennett
Tartaglia,Xingqiu,Collei,Bennett,Tartaglia,Yun Jin,Xingqiu,Zhongli
Tartaglia,Yelan,Collei,Kokomi,Tartaglia,Yun Jin,Yelan,Bennett
Tartaglia,Yelan,Collei,Bennett,Tartaglia,Yun Jin,Yelan,Zhongli
Tartaglia,Yelan,Nahida,Kokomi,Tartaglia,Kazuha,Xingqiu,Bennett
Tartaglia,Yelan,Nahida,Bennett,Tartaglia,Kazuha,Xingqiu,Zhongli
Tartaglia,Yelan,TravelerDendro,Kokomi,Tartaglia,Xingqiu,Yelan,Bennett
Tartaglia,Yelan,TravelerDendro,Bennett,Tartaglia,Xingqiu,Yelan,Zhongli
Tartaglia,Fischl,Collei,Kokomi,Tartaglia,Collei,Nahida,Kokomi
Tartaglia,Fischl,Collei,Bennett,Tartaglia,Collei,TravelerDendro,Kokomi
Tartaglia,Fischl,Nahida,Kokomi,Tartaglia,Nahida,TravelerDendro,Kokomi
Tartaglia,Fischl,Nahida,Bennett,Tartaglia,Xingqiu,Collei,Kokomi
Tartaglia,Fischl,TravelerDendro,Kokomi,Tartaglia,Xingqiu,Collei,Bennett
Tartaglia,Fischl,TravelerDendro,Bennett,Tartaglia,Xingqiu,Nahida,Kokomi
Tartaglia,Beidou,Collei,Kokomi,Tartaglia,Xingqiu,Nahida,Bennett
Tartaglia,Beidou,Collei,Bennett,Tartaglia,Xingqiu,TravelerDendro,Kokomi
Tartaglia,Raiden,Collei,Kokomi,Tartaglia,Xingqiu,TravelerDendro,Bennett
Tartaglia,Raiden,Collei,Bennett,Tartaglia,Yelan,Collei,Kokomi
Tartaglia,Yae,Collei,Kokomi,Tartaglia,Yelan,Collei,Bennett
Tartaglia,Yae,Collei,Bennett,Tartaglia,Yelan,Nahida,Kokomi
Nilou,Collei,Nahida,Barbara,Tartaglia,Yelan,Nahida,Bennett
Nilou,Collei,Nahida,Kokomi,Tartaglia,Yelan,TravelerDendro,Kokomi
Nilou,Collei,TravelerDendro,Barbara,Tartaglia,Yelan,TravelerDendro,Bennett
Nilou,Collei,TravelerDendro,Kokomi,,,,
Nilou,Ayato,Collei,Barbara,,,,
Nilou,Ayato,Collei,Kokomi,,,,
Nilou,Xingqiu,Collei,Barbara,,,,
Nilou,Xingqiu,Collei,Kokomi,,,,
Nilou,Yelan,Collei,Barbara,,,,
Nilou,Yelan,Collei,Kokomi,,,,
Nilou,Yelan,Nahida,Barbara,,,,
Nilou,Yelan,Nahida,Kokomi,,,,
Nilou,Yelan,TravelerDendro,Barbara,,,,
Nilou,Yelan,TravelerDendro,Kokomi,,,,
Nilou,Yelan,Albedo,Zhongli,,,,
Raiden,Xingqiu,Yelan,Bennett,,,,
Raiden,Xingqiu,Yelan,Kokomi,,,,
Raiden,Xingqiu,Yelan,Shinobu,,,,
Raiden,Xingqiu,Fischl,Bennett,,,,
Raiden,Xingqiu,Fischl,Kokomi,,,,
Raiden,Xingqiu,Fischl,Jean,,,,
Raiden,Xingqiu,Sara,Bennett,,,,
Raiden,Xingqiu,Sara,Kokomi,,,,
Raiden,Xingqiu,Sara,Jean,,,,
Raiden,Xingqiu,Venti,Bennett,,,,
Raiden,Xingqiu,Venti,Kokomi,,,,
Raiden,Xingqiu,Venti,Jean,,,,
Raiden,Xingqiu,Collei,Bennett,,,,
Raiden,Xingqiu,Collei,Kokomi,,,,
Raiden,Xingqiu,Collei,Jean,,,,
Raiden,Yelan,Mona,Bennett,,,,
Raiden,Yelan,Mona,Kokomi,,,,
Raiden,Yelan,Mona,Shinobu,,,,
Raiden,Yelan,Mona,Jean,,,,
Raiden,Yelan,Yae,Bennett,,,,
Raiden,Yelan,Yae,Kokomi,,,,
Raiden,Yelan,Yae,Shinobu,,,,
Raiden,Yelan,Yae,Jean,,,,
Raiden,Yelan,Fischl,Bennett,,,,
Raiden,Yelan,Fischl,Kokomi,,,,
Raiden,Yelan,Fischl,Shinobu,,,,
Raiden,Yelan,Fischl,Jean,,,,
Raiden,Yelan,Sara,Bennett,,,,
Raiden,Yelan,Sara,Kokomi,,,,
Raiden,Yelan,Sara,Shinobu,,,,
Raiden,Yelan,Sara,Jean,,,,
Raiden,Yelan,Lisa,Bennett,,,,
Raiden,Yelan,Lisa,Kokomi,,,,
Raiden,Yelan,Lisa,Shinobu,,,,
Raiden,Yelan,Lisa,Jean,,,,
Raiden,Yelan,Kazuha,Bennett,,,,
Raiden,Yelan,Kazuha,Kokomi,,,,
Raiden,Yelan,Kazuha,Shinobu,,,,
Raiden,Yelan,Kazuha,Jean,,,,
Raiden,Yelan,Venti,Bennett,,,,
Raiden,Yelan,Venti,Kokomi,,,,
Raiden,Yelan,Venti,Shinobu,,,,
Raiden,Yelan,Venti,Jean,,,,
Raiden,Yelan,Heizou,Bennett,,,,
Raiden,Yelan,Heizou,Kokomi,,,,
Raiden,Yelan,Heizou,Shinobu,,,,
Raiden,Yelan,Heizou,Jean,,,,
Raiden,Yelan,Sucrose,Bennett,,,,
Raiden,Yelan,Sucrose,Kokomi,,,,
Raiden,Yelan,Sucrose,Shinobu,,,,
Raiden,Yelan,Sucrose,Jean,,,,
Raiden,Yelan,TravelerGeo,Bennett,,,,
Raiden,Yelan,TravelerGeo,Kokomi,,,,
Raiden,Yelan,TravelerGeo,Shinobu,,,,
Raiden,Yelan,TravelerGeo,Jean,,,,
Raiden,Yelan,Albedo,Bennett,,,,
Raiden,Yelan,Albedo,Kokomi,,,,
Raiden,Yelan,Albedo,Shinobu,,,,
Raiden,Yelan,Albedo,Jean,,,,
Raiden,Yelan,Collei,Bennett,,,,
Raiden,Yelan,Collei,Kokomi,,,,
Raiden,Yelan,Collei,Shinobu,,,,
Raiden,Yelan,Collei,Jean,,,,
Raiden,Yelan,Nahida,Bennett,,,,
Raiden,Yelan,Nahida,Kokomi,,,,
Raiden,Yelan,Nahida,Shinobu,,,,
Raiden,Yelan,Nahida,Jean,,,,
Raiden,Yelan,TravelerDendro,Bennett,,,,
Raiden,Yelan,TravelerDendro,Kokomi,,,,
Raiden,Yelan,TravelerDendro,Shinobu,,,,
Raiden,Yelan,TravelerDendro,Jean,,,,
Raiden,Mona,Fischl,Bennett,,,,
Raiden,Mona,Fischl,Kokomi,,,,
Raiden,Mona,Fischl,Jean,,,,
Raiden,Mona,Fischl,Zhongli,,,,
Raiden,Mona,Collei,Bennett,,,,
Raiden,Mona,Collei,Kokomi,,,,
Raiden,Mona,Collei,Jean,,,,
Raiden,Yae,Fischl,Bennett,,,,
Raiden,Yae,Fischl,Kokomi,,,,
Raiden,Yae,Fischl,Jean,,,,
Raiden,Yae,Sara,Kokomi,,,,
Raiden,Yae,Sara,Shinobu,,,,
Raiden,Yae,Sara,Bennett,,,,
Raiden,Yae,Collei,Bennett,,,,
Raiden,Yae,Collei,Kokomi,,,,
Raiden,Yae,Collei,Jean,,,,
Raiden,Fischl,Sara,Bennett,,,,
Raiden,Fischl,Sara,Kokomi,,,,
Raiden,Fischl,Sara,Jean,,,,
Raiden,Fischl,Kazuha,Bennett,,,,
Raiden,Fischl,Kazuha,Kokomi,,,,
Raiden,Fischl,Venti,Bennett,,,,
Raiden,Fischl,Venti,Kokomi,,,,
Raiden,Fischl,Sucrose,Bennett,,,,
Raiden,Fischl,Sucrose,Kokomi,,,,
Raiden,Fischl,Collei,Bennett,,,,
Raiden,Fischl,Collei,Kokomi,,,,
Raiden,Fischl,Collei,Jean,,,,
Raiden,Fischl,Nahida,Bennett,,,,
Raiden,Fischl,Nahida,Kokomi,,,,
Raiden,Fischl,Nahida,Jean,,,,
Raiden,Fischl,TravelerDendro,Bennett,,,,
Raiden,Fischl,TravelerDendro,Kokomi,,,,
Raiden,Fischl,TravelerDendro,Jean,,,,
Raiden,Sara,Kazuha,Bennett,,,,
Raiden,Sara,Kazuha,Kokomi,,,,
Raiden,Sara,Venti,Bennett,,,,
Raiden,Sara,Venti,Kokomi,,,,
Raiden,Sara,Sucrose,Bennett,,,,
Raiden,Sara,Sucrose,Kokomi,,,,
Raiden,Sara,Collei,Bennett,,,,
Raiden,Sara,Collei,Kokomi,,,,
Raiden,Sara,Collei,Jean,,,,
Raiden,Sara,Nahida,Bennett,,,,
Raiden,Sara,Nahida,Kokomi,,,,
Raiden,Sara,Nahida,Jean,,,,
Raiden,Sara,TravelerDendro,Bennett,,,,
Raiden,Sara,TravelerDendro,Kokomi,,,,
Raiden,Sara,TravelerDendro,Jean,,,,
Raiden,Albedo,Collei,Bennett,,,,
Raiden,Albedo,Collei,Kokomi,,,,
Raiden,Albedo,Collei,Jean,,,,
Raiden,Collei,Nahida,Bennett,,,,
Raiden,Collei,Nahida,Kokomi,,,,
Raiden,Collei,Nahida,Jean,,,,
Raiden,Collei,TravelerDendro,Bennett,,,,
Raiden,Collei,TravelerDendro,Kokomi,,,,
Raiden,Collei,TravelerDendro,Jean,,,,
Kokomi,Nahida,Fischl,Beidou,,,,
Kokomi,Nahida,Fischl,Kazuha,,,,
Kokomi,Nahida,Fischl,Sucrose,,,,
Kokomi,Nahida,Fischl,Xiangling,,,,
Kokomi,Nahida,Fischl,Mona,,,,
Kokomi,Nahida,Fischl,Xingqiu,,,,
Kokomi,Nahida,Fischl,Yelan,,,,
Kokomi,Nahida,Fischl,Collei,,,,
Kokomi,Nahida,Fischl,TravelerDendro,,,,
Kokomi,Nahida,Beidou,Yelan,,,,
Kokomi,Nahida,Beidou,Collei,,,,
Kokomi,Nahida,Kazuha,Yelan,,,,
Kokomi,Nahida,Kazuha,Collei,,,,
Kokomi,Nahida,Sucrose,Yelan,,,,
Kokomi,Nahida,Sucrose,Collei,,,,
Kokomi,Nahida,Xiangling,Yelan,,,,
Kokomi,Nahida,Xiangling,Collei,,,,
Kokomi,Nahida,Mona,Yelan,,,,
Kokomi,Nahida,Mona,Collei,,,,
Kokomi,Nahida,Xingqiu,Collei,,,,
Kokomi,Nahida,Xingqiu,TravelerDendro,,,,
Kokomi,Nahida,Yelan,Collei,,,,
Kokomi,Nahida,Yelan,TravelerDendro,,,,
Kokomi,Nahida,Collei,TravelerDendro,,,,
Kokomi,Collei,Fischl,Beidou,,,,
Kokomi,Collei,Fischl,Kazuha,,,,
Kokomi,Collei,Fischl,Sucrose,,,,
Kokomi,Collei,Fischl,Xiangling,,,,
Kokomi,Collei,Fischl,Mona,,,,
Kokomi,Collei,Fischl,Xingqiu,,,,
Kokomi,Collei,Fischl,Yelan,,,,
Kokomi,Collei,Fischl,Nahida,,,,
Kokomi,Collei,Fischl,TravelerDendro,,,,
Kokomi,Collei,Beidou,Kazuha,,,,
Kokomi,Collei,Beidou,Sucrose,,,,
Kokomi,Collei,Beidou,Xiangling,,,,
Kokomi,Collei,Beidou,Mona,,,,
Kokomi,Collei,Beidou,Xingqiu,,,,
Kokomi,Collei,Beidou,Yelan,,,,
Kokomi,Collei,Beidou,Nahida,,,,
Kokomi,Collei,Beidou,TravelerDendro,,,,
Kokomi,Collei,Kazuha,Sucrose,,,,
Kokomi,Collei,Kazuha,Xiangling,,,,
Kokomi,Collei,Kazuha,Mona,,,,
Kokomi,Collei,Kazuha,Xingqiu,,,,
Kokomi,Collei,Kazuha,Yelan,,,,
Kokomi,Collei,Kazuha,Nahida,,,,
Kokomi,Collei,Kazuha,TravelerDendro,,,,
Kokomi,Collei,Sucrose,Xiangling,,,,
Kokomi,Collei,Sucrose,Mona,,,,
Kokomi,Collei,Sucrose,Xingqiu,,,,
Kokomi,Collei,Sucrose,Yelan,,,,
Kokomi,Collei,Sucrose,Nahida,,,,
Kokomi,Collei,Sucrose,TravelerDendro,,,,
Kokomi,Collei,Xiangling,Mona,,,,
Kokomi,Collei,Xiangling,Xingqiu,,,,
Kokomi,Collei,Xiangling,Yelan,,,,
Kokomi,Collei,Xiangling,Nahida,,,,
Kokomi,Collei,Xiangling,TravelerDendro,,,,
Kokomi,Collei,Mona,Xingqiu,,,,
Kokomi,Collei,Mona,Yelan,,,,
Kokomi,Collei,Mona,Nahida,,,,
Kokomi,Collei,Mona,TravelerDendro,,,,
Kokomi,Collei,Xingqiu,Yelan,,,,
Kokomi,Collei,Xingqiu,Nahida,,,,
Kokomi,Collei,Xingqiu,TravelerDendro,,,,
Kokomi,Collei,Yelan,Nahida,,,,
Kokomi,Collei,Yelan,TravelerDendro,,,,
Kokomi,Collei,Nahida,TravelerDendro,,,,
Kokomi,TravelerDendro,Fischl,Beidou,,,,
Kokomi,TravelerDendro,Fischl,Kazuha,,,,
Kokomi,TravelerDendro,Fischl,Sucrose,,,,
Kokomi,TravelerDendro,Fischl,Xiangling,,,,
Kokomi,TravelerDendro,Fischl,Mona,,,,
Kokomi,TravelerDendro,Fischl,Xingqiu,,,,
Kokomi,TravelerDendro,Fischl,Yelan,,,,
Kokomi,TravelerDendro,Fischl,Nahida,,,,
Kokomi,TravelerDendro,Fischl,Collei,,,,
Kokomi,TravelerDendro,Beidou,Yelan,,,,
Kokomi,TravelerDendro,Beidou,Collei,,,,
Kokomi,TravelerDendro,Kazuha,Yelan,,,,
Kokomi,TravelerDendro,Kazuha,Collei,,,,
Kokomi,TravelerDendro,Sucrose,Yelan,,,,
Kokomi,TravelerDendro,Sucrose,Collei,,,,
Kokomi,TravelerDendro,Xiangling,Yelan,,,,
Kokomi,TravelerDendro,Xiangling,Collei,,,,
Kokomi,TravelerDendro,Mona,Yelan,,,,
Kokomi,TravelerDendro,Mona,Collei,,,,
Kokomi,TravelerDendro,Xingqiu,Yelan,,,,
Kokomi,TravelerDendro,Xingqiu,Collei,,,,
Kokomi,TravelerDendro,Yelan,Nahida,,,,
Kokomi,TravelerDendro,Yelan,Collei,,,,
Kokomi,TravelerDendro,Nahida,Collei,,,,
Tighnari,Fischl,TravelerDendro,Bennett,,,,
Tighnari,Fischl,TravelerDendro,Jean,,,,
Tighnari,Fischl,TravelerDendro,Kokomi,,,,
Tighnari,Fischl,TravelerDendro,Shinobu,,,,
Tighnari,Fischl,TravelerDendro,Dori,,,,
Tighnari,Fischl,Collei,Bennett,,,,
Tighnari,Fischl,Collei,Jean,,,,
Tighnari,Fischl,Collei,Kokomi,,,,
Tighnari,Fischl,Collei,Shinobu,,,,
Tighnari,Fischl,Collei,Dori,,,,
Tighnari,Fischl,Nahida,Bennett,,,,
Tighnari,Fischl,Nahida,Jean,,,,
Tighnari,Fischl,Nahida,Kokomi,,,,
Tighnari,Fischl,Nahida,Shinobu,,,,
Tighnari,Fischl,Nahida,Dori,,,,
Tighnari,Fischl,Kazuha,Bennett,,,,
Tighnari,Fischl,Kazuha,Kokomi,,,,
Tighnari,Fischl,Kazuha,Shinobu,,,,
Tighnari,Fischl,Kazuha,Dori,,,,
Tighnari,Fischl,Sucrose,Bennett,,,,
Tighnari,Fischl,Sucrose,Kokomi,,,,
Tighnari,Fischl,Sucrose,Shinobu,,,,
Tighnari,Fischl,Sucrose,Dori,,,,
Tighnari,Fischl,Venti,Bennett,,,,
Tighnari,Fischl,Venti,Kokomi,,,,
Tighnari,Fischl,Venti,Shinobu,,,,
Tighnari,Fischl,Venti,Dori,,,,
Tighnari,Fischl,Yae,Bennett,,,,
Tighnari,Fischl,Yae,Jean,,,,
Tighnari,Fischl,Yae,Kokomi,,,,
Tighnari,Fischl,Raiden,Bennett,,,,
Tighnari,Fischl,Raiden,Jean,,,,
Tighnari,Fischl,Raiden,Kokomi,,,,
Tighnari,Yae,Collei,Bennett,,,,
Tighnari,Yae,Collei,Jean,,,,
Tighnari,Yae,Collei,Kokomi,,,,
Tighnari,Yae,Collei,Shinobu,,,,
Tighnari,Yae,Collei,Dori,,,,
Tighnari,Yae,Venti,Bennett,,,,
Tighnari,Yae,Venti,Jean,,,,
Tighnari,Yae,Venti,Kokomi,,,,
Tighnari,Yae,Venti,Shinobu,,,,
Tighnari,Yae,Venti,Dori,,,,
Tighnari,Raiden,Collei,Bennett,,,,
Tighnari,Raiden,Collei,Jean,,,,
Tighnari,Raiden,Collei,Kokomi,,,,
Tighnari,Raiden,Collei,Shinobu,,,,
Tighnari,Raiden,Collei,Dori,,,,
Tighnari,Raiden,Venti,Bennett,,,,
Tighnari,Raiden,Venti,Jean,,,,
Tighnari,Raiden,Venti,Kokomi,,,,
Tighnari,Raiden,Venti,Shinobu,,,,
Tighnari,Raiden,Venti,Dori,,,,
